[TableName],[TableID],[MeasureName],[MetricFamilyGuess],[Description],[DisplayFolder],[FormatString],[DataType],[IsHidden],[IsVisible],[MeasureExpression],[ModifiedTime],[StructureModifiedTime]
Metrics,43,Bottler Net Price per UC AC (LC) 03MMT PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00",8,False,True,"IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]), IF(MAX(Period[Month 445 #]) < 3, CALCULATE (
                        [Bottler Net Price per UC AC (LC)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[Month 445 #] >= 12 - (2 - MAX(Period[Month 445 #])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] <= MAX(Period[Month 445 #]))))), CALCULATE (
                        [Bottler Net Price per UC AC (LC)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] > MAX(Period[Month 445 #])- 3))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] <= MAX(Period[Month 445 #])))))),
IF(ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code]), IF(MAX(Period[greg_month_nbr]) < 3, 
CALCULATE (
                        [Bottler Net Price per UC AC (LC)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[greg_month_nbr] >= 12 - (2 - MAX(Period[greg_month_nbr])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr]))))), CALCULATE (
                        [Bottler Net Price per UC AC (LC)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] > MAX(Period[greg_month_nbr])- 3))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) -1 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr])))))),BLANK()))",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (LC) 03MMT vs 2PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00",8,False,True,[Bottler Net Price per UC AC (LC) 03MMT] - [Bottler Net Price per UC AC (LC) 03MMT 2PY],2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (LC) 03MMT vs PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00",8,False,True,[Bottler Net Price per UC AC (LC) 03MMT] - [Bottler Net Price per UC AC (LC) 03MMT PY],2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 03MMT,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00",8,False,True,"IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]), IF(MAX(Period[Month 445 #]) < 3, CALCULATE (
                        [Bottler Net Price per UC AC (USD)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] >= 12 - (2 - MAX(Period[Month 445 #])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Month 445 #] <= MAX(Period[Month 445 #]))))), CALCULATE (
                        [Bottler Net Price per UC AC (USD)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Month 445 #] > MAX(Period[Month 445 #])- 3))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Month 445 #] <= MAX(Period[Month 445 #])))))),
IF(ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code]), IF(MAX(Period[greg_month_nbr]) < 3, 
CALCULATE (
                        [Bottler Net Price per UC AC (USD)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] >= 12 - (2 - MAX(Period[greg_month_nbr])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr]))))), CALCULATE (
                        [Bottler Net Price per UC AC (USD)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[greg_month_nbr] > MAX(Period[greg_month_nbr])- 3))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr])))))),BLANK()))",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 03MMT % vs 2PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00 %;-#,0.00 %;#,0.00 %",8,False,True,"DIVIDE(( [Bottler Net Price per UC AC (USD) 2CN 03MMT]-[Bottler Net Price per UC AC (USD) 03MMT 2PY]),[Bottler Net Price per UC AC (USD) 03MMT 2PY])",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 03MMT % vs PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00 %;-#,0.00 %;#,0.00 %",8,False,True,"DIVIDE(( [Bottler Net Price per UC AC (USD) CN 03MMT]-[Bottler Net Price per UC AC (USD) 03MMT PY]),[Bottler Net Price per UC AC (USD) 03MMT PY])",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 03MMT 2PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00",8,False,True,"IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]), IF(MAX(Period[Month 445 #]) < 3, CALCULATE (
                        [Bottler Net Price per UC AC (USD)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 3 && Period[Month 445 #] >= 12 - (2 - MAX(Period[Month 445 #])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[Month 445 #] <= MAX(Period[Month 445 #]))))), CALCULATE (
                        [Bottler Net Price per UC AC (USD)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[Month 445 #] > MAX(Period[Month 445 #])- 3))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[Month 445 #] <= MAX(Period[Month 445 #])))))),
IF(ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code]), IF(MAX(Period[greg_month_nbr]) < 3, 
CALCULATE (
                        [Bottler Net Price per UC AC (USD)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 3 && Period[greg_month_nbr] >= 12 - (2 - MAX(Period[greg_month_nbr])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr]))))), CALCULATE (
                        [Bottler Net Price per UC AC (USD)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[greg_month_nbr] > MAX(Period[greg_month_nbr])- 3))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr])))))),BLANK()))",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 03MMT PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00",8,False,True,"IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]), IF(MAX(Period[Month 445 #]) < 3, CALCULATE (
                        [Bottler Net Price per UC AC (USD)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[Month 445 #] >= 12 - (2 - MAX(Period[Month 445 #])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] <= MAX(Period[Month 445 #]))))), CALCULATE (
                        [Bottler Net Price per UC AC (USD)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] > MAX(Period[Month 445 #])- 3))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] <= MAX(Period[Month 445 #])))))),
IF(ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code]), IF(MAX(Period[greg_month_nbr]) < 3, 
CALCULATE (
                        [Bottler Net Price per UC AC (USD)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[greg_month_nbr] >= 12 - (2 - MAX(Period[greg_month_nbr])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr]))))), CALCULATE (
                        [Bottler Net Price per UC AC (USD)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] > MAX(Period[greg_month_nbr])- 3))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) -1 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr])))))),BLANK()))",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 03MMT vs 2PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00",8,False,True,[Bottler Net Price per UC AC (USD) 2CN 03MMT] - [Bottler Net Price per UC AC (USD) 03MMT 2PY],2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 03MMT vs PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 03MMT,"#,0.00",8,False,True,[Bottler Net Price per UC AC (USD) CN 03MMT] - [Bottler Net Price per UC AC (USD) 03MMT PY],2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (LC) 06MMT,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00",8,False,True,"IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]), IF(MAX(Period[Month 445 #]) < 6, CALCULATE (
                        [Bottler Net Price per UC AC (LC)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] >= 12 - (5 - MAX(Period[Month 445 #])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Month 445 #] <= MAX(Period[Month 445 #]))))), CALCULATE (
                        [Bottler Net Price per UC AC (LC)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Month 445 #] > MAX(Period[Month 445 #])- 6))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Month 445 #] <= MAX(Period[Month 445 #])))))),
IF(ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code]), IF(MAX(Period[greg_month_nbr]) < 6, 
CALCULATE (
                        [Bottler Net Price per UC AC (LC)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] >= 12 - (5 - MAX(Period[greg_month_nbr])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr]))))), CALCULATE (
                        [Bottler Net Price per UC AC (LC)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[greg_month_nbr] > MAX(Period[greg_month_nbr])- 6))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr])))))),BLANK()))",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (LC) 06MMT % vs 2PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00 %;-#,0.00 %;#,0.00 %",8,False,True,"DIVIDE(( [Bottler Net Price per UC AC (LC) 06MMT]-[Bottler Net Price per UC AC (LC) 06MMT 2PY]),[Bottler Net Price per UC AC (LC) 06MMT 2PY])",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (LC) 06MMT % vs PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00 %;-#,0.00 %;#,0.00 %",8,False,True,"DIVIDE(( [Bottler Net Price per UC AC (LC) 06MMT]-[Bottler Net Price per UC AC (LC) 06MMT PY]),[Bottler Net Price per UC AC (LC) 06MMT PY])",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (LC) 06MMT 2PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00",8,False,True,"IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]), IF(MAX(Period[Month 445 #]) < 6, CALCULATE (
                        [Bottler Net Price per UC AC (LC)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 3 && Period[Month 445 #] >= 12 - (5 - MAX(Period[Month 445 #])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[Month 445 #] <= MAX(Period[Month 445 #]))))), CALCULATE (
                        [Bottler Net Price per UC AC (LC)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[Month 445 #] > MAX(Period[Month 445 #])- 6))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[Month 445 #] <= MAX(Period[Month 445 #])))))),
IF(ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code]), IF(MAX(Period[greg_month_nbr]) < 6, 
CALCULATE (
                        [Bottler Net Price per UC AC (LC)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 3 && Period[greg_month_nbr] >= 12 - (5 - MAX(Period[greg_month_nbr])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr]))))), CALCULATE (
                        [Bottler Net Price per UC AC (LC)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[greg_month_nbr] > MAX(Period[greg_month_nbr])- 6))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr])))))),BLANK()))",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (LC) 06MMT PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00",8,False,True,"IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]), IF(MAX(Period[Month 445 #]) < 6, CALCULATE (
                        [Bottler Net Price per UC AC (LC)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[Month 445 #] >= 12 - (5 - MAX(Period[Month 445 #])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] <= MAX(Period[Month 445 #]))))), CALCULATE (
                        [Bottler Net Price per UC AC (LC)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] > MAX(Period[Month 445 #])- 6))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] <= MAX(Period[Month 445 #])))))),
IF(ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code]), IF(MAX(Period[greg_month_nbr]) < 6, 
CALCULATE (
                        [Bottler Net Price per UC AC (LC)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 2 && Period[greg_month_nbr] >= 12 - (5 - MAX(Period[greg_month_nbr])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr]))))), CALCULATE (
                        [Bottler Net Price per UC AC (LC)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] > MAX(Period[greg_month_nbr])- 6))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr])))))),BLANK()))",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (LC) 06MMT vs 2PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00",8,False,True,[Bottler Net Price per UC AC (LC) 06MMT] - [Bottler Net Price per UC AC (LC) 06MMT 2PY],2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (LC) 06MMT vs PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00",8,False,True,[Bottler Net Price per UC AC (LC) 06MMT] - [Bottler Net Price per UC AC (LC) 06MMT PY],2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 06MMT,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00",8,False,True,"IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]), IF(MAX(Period[Month 445 #]) < 6, CALCULATE (
                        [Bottler Net Price per UC AC (USD)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[Month 445 #] >= 12 - (5 - MAX(Period[Month 445 #])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Month 445 #] <= MAX(Period[Month 445 #]))))), CALCULATE (
                        [Bottler Net Price per UC AC (USD)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Month 445 #] > MAX(Period[Month 445 #])- 6))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Month 445 #] <= MAX(Period[Month 445 #])))))),
IF(ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code]), IF(MAX(Period[greg_month_nbr]) < 6, 
CALCULATE (
                        [Bottler Net Price per UC AC (USD)],FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) - 1 && Period[greg_month_nbr] >= 12 - (5 - MAX(Period[greg_month_nbr])) ))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr]))))), CALCULATE (
                        [Bottler Net Price per UC AC (USD)],
FILTER (ALL( 'Period' ), Period[day_id] >= CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[greg_month_nbr] > MAX(Period[greg_month_nbr])- 6))  &&  Period[day_id]  <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[greg_month_nbr] <= MAX(Period[greg_month_nbr])))))),BLANK()))",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 06MMT % vs 2PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00 %;-#,0.00 %;#,0.00 %",8,False,True,"DIVIDE(( [Bottler Net Price per UC AC (USD) 2CN 06MMT]-[Bottler Net Price per UC AC (USD) 06MMT 2PY]),[Bottler Net Price per UC AC (USD) 06MMT 2PY])",2026-02-26 06:36:26,2025-12-02 10:00:02
Metrics,43,Bottler Net Price per UC AC (USD) 06MMT % vs PY,Volume,,Bottler Net Price per UC AC\Bottler Net Price per UC AC 06MMT,"#,0.00 %;-#,0.00 %;#,0.00 %",8,False,True,"DIVIDE(( [Bottler Net Price per UC AC (USD) CN 06MMT]-[Bottler Net Price per UC AC (USD) 06MMT PY]),[Bottler Net Price per UC AC (USD) 06MMT PY])",2026-02-26 06:36:26,2025-12-02 10:00:02
