[ID],[TableID],[Name],[Description],[DataType],[Expression],[FormatString],[IsHidden],[State],[ModifiedTime],[StructureModifiedTime],[KPIID],[IsSimpleMeasure],[ErrorMessage],[DisplayFolder],[DetailRowsDefinitionID],[DataCategory],[LineageTag],[SourceLineageTag]
2975,43,Bottler Net Revenue Official BPN (USD),,8,"IF(ISFILTERED(Period[Year 445]) || ISFILTERED(Period[Year 445 Code])||ISFILTERED(Period[Half 445]) || ISFILTERED(Period[Half 445 Code])||ISFILTERED(Period[Quarter 445]) || ISFILTERED(Period[Quarter 445 Code])||ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]),SUMX( FILTER ( 'Metrics-BP', 'Metrics-BP'[vrsn_cd] = ""BP-01"" ), 'Metrics-BP'[btlr_net_sls_rev_amt]* [ExchngRateBP]),BLANK())","#,0.00",True,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue BP\Bottler Net Revenue Official BP,,,8f72da33-a141-485f-bc98-9f335582e6e9,
2976,43,Bottler Net Revenue Prior RE (LC),,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])||ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||(ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]), BLANK(),CALCULATE(SUM('Metrics-RE'[btlr_net_sls_rev_amt]),FILTER('Metrics-RE','Metrics-RE'[vrsn_cd]=""RE-02"")))","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,fb084128-2ec1-44dd-942f-f5ed0eb7a4e4,
2977,43,Bottler Net Revenue Prior RE (LC) % vs AC 2PY,,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),IF(([Bottler Net Revenue Prior REN (LC)]&&[Bottler Net Revenue AC (LC) 2PY])<>BLANK(),(DIVIDE( [Bottler Net Revenue Prior REN (LC)],[Bottler Net Revenue AC (LC) 2PY]) -1),BLANK()))","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,181e7ae4-6970-472e-a6cc-0ed2bf8c2f51,
2978,43,Bottler Net Revenue Prior RE (LC) % vs AC 2PY (CD),,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),IF(([Bottler Net Revenue Prior REN (LC)] &&[Consumption Days] && [Bottler Net Revenue AC (LC) 2PY] &&[Consumption Days 2PY])<>BLANK(),(DIVIDE( DIVIDE([Bottler Net Revenue Prior REN (LC)],[Consumption Days]),DIVIDE([Bottler Net Revenue AC (LC) 2PY],[Consumption Days 2PY]))-1),BLANK()))","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,3227e21b-704a-419b-b497-f209fa97d7be,
2979,43,Bottler Net Revenue Prior RE (LC) % vs AC 2PY (WD),,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),IF(( [Bottler Net Revenue Prior REN (LC)] && [Working Days] && [Bottler Net Revenue AC (LC) 2PY] && [Working Days 2PY])<>BLANK(),(DIVIDE( DIVIDE( [Bottler Net Revenue Prior REN (LC)],[Working Days]),DIVIDE([Bottler Net Revenue AC (LC) 2PY],[Working Days 2PY]))-1),BLANK()))","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,f62fc508-bd93-4708-9ba7-a5827068b417,
2980,43,Bottler Net Revenue Prior RE (LC) % vs AC PY,,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),IF(([Bottler Net Revenue Prior REN (LC)] && [Bottler Net Revenue AC (LC) PY])<>BLANK(),(DIVIDE([Bottler Net Revenue Prior REN (LC)],[Bottler Net Revenue AC (LC) PY])-1),BLANK()))","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,f8b583a0-7659-4fad-85e1-794fe5d31485,
2981,43,Bottler Net Revenue Prior RE (LC) % vs AC PY (CD),,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),IF(([Bottler Net Revenue Prior REN (LC)] &&[Consumption Days] && [Bottler Net Revenue AC (LC) PY] &&[Consumption Days PY])<>BLANK(),(DIVIDE( DIVIDE([Bottler Net Revenue Prior REN (LC)],[Consumption Days]),DIVIDE([Bottler Net Revenue AC (LC) PY],[Consumption Days PY]))-1),BLANK()))","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,dcedbe37-357f-4713-bb12-b64792f569bd,
2982,43,Bottler Net Revenue Prior RE (LC) % vs AC PY (WD),,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),IF(( [Bottler Net Revenue Prior REN (LC)] && [Working Days] && [Bottler Net Revenue AC (LC) PY] && [Working Days PY])<>BLANK(),(DIVIDE( DIVIDE( [Bottler Net Revenue Prior REN (LC)],[Working Days]),DIVIDE([Bottler Net Revenue AC (LC) PY],[Working Days PY]))-1),BLANK()))","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,126e8c63-71ff-4f34-a72a-4d2642e6d570,
2983,43,Bottler Net Revenue Prior RE (LC) MTG,,8,"

IF (
    ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])|| ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code]) ,
    CALCULATE (
      [Bottler Net Revenue Prior REN (LC)],
        FILTER (
            ALL ( Period ),
             Period[Year 445 Code Sort]  = MAX ( Period[Year 445 Code Sort]  )
                && Period[Month 445]  = MAX( Period[Month 445]  )
               
        )
    )-CALCULATE (
     [Bottler Net Revenue AC (LC)],
        FILTER (
            ALL ( Period ),
            Period[Year 445 Code Sort]  = MAX( Period[Year 445 Code Sort]  )
                && Period[Month 445]  = MAX( Period[Month 445])
               &&  period[day_id] <= MAX ( period[day_id])
        )),
    BLANK ()
)","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,833edc5e-26a0-41e5-81fa-317a1c2833ea,
2984,43,Bottler Net Revenue Prior RE (LC) MTG % vs AC PY,,8,"IF(([Bottler Net Revenue Prior RE (LC) MTG]&&[Bottler Net Revenue AC MTG PY])<>BLANK(),(DIVIDE([Bottler Net Revenue Prior RE (LC) MTG],[Bottler Net Revenue AC MTG PY])-1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,23c37d81-893f-41ac-9cae-ddb75bca3184,
2985,43,Bottler Net Revenue Prior RE (LC) MTG % vs AC PY (CD),,8,"IF(([Bottler Net Revenue Prior RE (LC) MTG] && [Consumption Days MTG] && [Bottler Net Revenue AC MTG PY]&& [Consumption Days MTG PY])<>BLANK(),(DIVIDE( DIVIDE([Bottler Net Revenue Prior RE (LC) MTG],[Consumption Days MTG]),DIVIDE([Bottler Net Revenue AC MTG PY],[Consumption Days MTG PY]))-1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,0cc37da9-3624-44d0-8efc-27720d157a8b,
2986,43,Bottler Net Revenue Prior RE (LC) MTG % vs AC PY (WD),,8,"IF(([Bottler Net Revenue Prior RE (LC) MTG] && [Working Days MTG] && [Bottler Net Revenue AC MTG PY]&& [Working Days MTG PY])<>BLANK(),(DIVIDE( DIVIDE([Bottler Net Revenue Prior RE (LC) MTG],[Working Days MTG]),DIVIDE([Bottler Net Revenue AC MTG PY],[Working Days MTG PY]))-1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,dd1976fe-9711-4a21-94a5-d24d582439f6,
2987,43,Bottler Net Revenue Prior RE (LC) MTG vs AC PY,,8,[Bottler Net Revenue Prior RE (LC) MTG]-[Bottler Net Revenue AC MTG PY],"#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,7808040d-d9f8-45fb-9a3a-49e85d22f952,
2988,43,Bottler Net Revenue Prior RE (LC) MTG vs Official BP,,8,[Bottler Net Revenue Prior RE (LC) MTG]-[Bottler Net Revenue Official BP (LC) MTG],"#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,88ad1fdd-05fa-4c45-a9be-656e82b66a61,
2989,43,Bottler Net Revenue Prior RE (LC) MTG vs WIP BP,,8,[Bottler Net Revenue Prior RE (LC) MTG]-[Bottler Net Revenue WIP BP (LC) MTG],"#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,be24f459-010c-48e9-9952-546989b88b6c,
2990,43,Bottler Net Revenue Prior RE (LC) QTD,,8,"IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]),CALCULATE (
                        [Bottler Net Revenue Prior REN (LC)],
                        FILTER (ALL ( 'Period' ), Period[day_id] >=CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Quarter 445 #] = MAX(Period[Quarter 445 #])  && Period[day_id] <= MAX(Period[day_id])))  && Period[day_id] <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Quarter 445 #] = MAX(Period[Quarter 445 #])  && Period[day_id] <= MAX(Period[day_id]))))),BLANK())","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,4e692664-36c3-4d30-b430-337e9d885469,
2991,43,Bottler Net Revenue Prior RE (LC) QTD % vs AC PY,,8,"IF(([Bottler Net Revenue Prior RE (LC) QTD]&&[Bottler Net Revenue AC (LC) QTD PY])<>BLANK(),(DIVIDE( [Bottler Net Revenue Prior RE (LC) QTD],[Bottler Net Revenue AC (LC) QTD PY]) -1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,21fb5194-c22a-47cd-9e6e-0d87461ba750,
2992,43,Bottler Net Revenue Prior RE (LC) QTD % vs AC PY (CD),,8,"IF(([Bottler Net Revenue Prior RE (LC) QTD] &&[Consumption Days QTD] && [Bottler Net Revenue AC (LC) QTD PY] &&[Consumption Days QTD PY])<>BLANK(),(DIVIDE( DIVIDE([Bottler Net Revenue Prior RE (LC) QTD],[Consumption Days QTD]),DIVIDE([Bottler Net Revenue AC (LC) QTD PY],[Consumption Days QTD PY]))-1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,85284612-8b3c-4994-932c-ff83a187954e,
2993,43,Bottler Net Revenue Prior RE (LC) QTD % vs AC PY (WD),,8,"IF(([Bottler Net Revenue Prior RE (LC) QTD] && [Working Days QTD] && [Bottler Net Revenue AC (LC) QTD PY] && [Working Days QTD PY])<>BLANK(),(DIVIDE( DIVIDE( [Bottler Net Revenue Prior RE (LC) QTD],[Working Days QTD]),DIVIDE([Bottler Net Revenue AC (LC) QTD PY],[Working Days QTD PY]))-1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,fbb32a0e-bf3c-43db-ad7d-dfe371c982c4,
2994,43,Bottler Net Revenue Prior RE (LC) QTD vs AC PY,,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code]) ||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),([Bottler Net Revenue Prior RE (LC) QTD]-[Bottler Net Revenue AC (LC) QTD PY]))","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,f04be3b4-ec08-46d3-be9e-5688e486d4ed,
2995,43,Bottler Net Revenue Prior RE (LC) QTD vs Official BP,,8,[Bottler Net Revenue Prior RE (LC) QTD]-[Bottler Net Revenue Official BP (LC) QTD],"#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,60c7f35a-1c0e-4350-9f6f-e739077a37fd,
2996,43,Bottler Net Revenue Prior RE (LC) QTD vs WIP BP,,8,[Bottler Net Revenue Prior RE (LC) QTD]-[Bottler Net Revenue WIP BP (LC) QTD],"#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,a2b18f10-bf34-4bd8-b8a6-9ab69a990a5d,
2997,43,Bottler Net Revenue Prior RE (LC) QTG,,8,"
IF(ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]) || ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code]) || ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code]),CALCULATE(
                        [Bottler Net Revenue Prior REN (LC)],
                       FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Quarter 445 #] = MAX((Period[Quarter 445 #]))))-CALCULATE (
                        [Bottler Net Revenue AC (LC)],
                        FILTER (ALL ( 'Period' ), Period[day_id] >=CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Quarter 445 #] = MAX(Period[Quarter 445 #])  && Period[day_id] <= MAX(Period[day_id])))  && Period[day_id] <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[Quarter 445 #] = MAX(Period[Quarter 445 #])  && Period[day_id] <= MAX(Period[day_id]))))),BLANK())","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,b95ba6be-580d-43c2-a4ea-42a0566ddbc6,
2998,43,Bottler Net Revenue Prior RE (LC) QTG % vs AC PY,,8,"IF(([Bottler Net Revenue Prior RE (LC) QTG]&&[Bottler Net Revenue AC (LC) QTG PY])<>BLANK(),(DIVIDE( [Bottler Net Revenue Prior RE (LC) QTG],[Bottler Net Revenue AC (LC) QTG PY]) -1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,54b6e138-f6a8-4579-b71b-434e4577b2aa,
2999,43,Bottler Net Revenue Prior RE (LC) QTG % vs AC PY (CD),,8,"IF(([Bottler Net Revenue Prior RE (LC) QTG] &&[Consumption Days QTG] && [Bottler Net Revenue AC (LC) QTG PY] &&[Consumption Days QTG PY])<>BLANK(),(DIVIDE( DIVIDE([Bottler Net Revenue Prior RE (LC) QTG],[Consumption Days QTG]),DIVIDE([Bottler Net Revenue AC (LC) QTG PY],[Consumption Days QTG PY]))-1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,917b1208-475e-4f2e-814b-a02f645f6b8b,
3000,43,Bottler Net Revenue Prior RE (LC) QTG % vs AC PY (WD),,8,"IF(([Bottler Net Revenue Prior RE (LC) QTG] && [Working Days QTG] && [Bottler Net Revenue AC (LC) QTG PY] && [Working Days QTG PY])<>BLANK(),(DIVIDE( DIVIDE( [Bottler Net Revenue Prior RE (LC) QTG],[Working Days QTG]),DIVIDE([Bottler Net Revenue AC (LC) QTG PY],[Working Days QTG PY]))-1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,42cf8529-1d26-43b1-b913-85cb478dea8d,
3001,43,Bottler Net Revenue Prior RE (LC) QTG vs AC PY,,8,[Bottler Net Revenue Prior RE (LC) QTG]-[Bottler Net Revenue AC (LC) QTG PY],"#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,df8628e3-d0ba-4e4e-be05-a98253fb1b0d,
3002,43,Bottler Net Revenue Prior RE (LC) QTG vs Official BP,,8,[Bottler Net Revenue Prior RE (LC) QTG]-[Bottler Net Revenue Official BP (LC) QTG],"#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,c851f9a3-8095-4343-ba8c-53a931c6f6a0,
3003,43,Bottler Net Revenue Prior RE (LC) QTG vs WIP BP,,8,[Bottler Net Revenue Prior RE (LC) QTG]-[Bottler Net Revenue WIP BP (LC) QTG],"#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,a0668dc1-5af3-4b24-90e8-2922463edd6b,
3004,43,Bottler Net Revenue Prior RE (LC) vs AC 2PY,,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),([Bottler Net Revenue Prior REN (LC)]-[Bottler Net Revenue AC (LC) 2PY]))","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,55cfa236-b4b4-4693-a135-f405f63777ef,
3005,43,Bottler Net Revenue Prior RE (LC) vs AC PY,,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),([Bottler Net Revenue Prior REN (LC)]-[Bottler Net Revenue AC (LC) PY]))","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,94dea3bd-eed1-4b8b-8e31-1649c1757bd3,
3006,43,Bottler Net Revenue Prior RE (LC) vs Official BP,,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),([Bottler Net Revenue Prior REN (LC)]-[Bottler Net Revenue Official BPN (LC)]))","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,47f700da-795a-4c73-ae41-19a37f257c5f,
3007,43,Bottler Net Revenue Prior RE (LC) vs WIP BP,,8,"IF(ISFILTERED(Period[Day 445]) || ISFILTERED(Period[Day 445 Code])|| (ISFILTERED(Period[Day Cal]) || ISFILTERED(Period[Day Cal Code]))|| ISFILTERED(Period[Week 445]) || ISFILTERED(Period[Week 445 Code])||ISFILTERED(Period[Month Cal]) || ISFILTERED(Period[Month Cal Code])||ISFILTERED(Period[Quarter Cal]) || ISFILTERED(Period[Quarter Cal Code])||ISFILTERED(Period[Year Cal]) || ISFILTERED(Period[Year Cal Code])||ISFILTERED(Period[Half Cal]) || ISFILTERED(Period[Half Cal Code]),BLANK(),([Bottler Net Revenue Prior REN (LC)]-[Bottler Net Revenue WIP BPN (LC)]))","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,947ce9b5-b15f-4fe6-bd53-8a62919bc3b7,
3008,43,Bottler Net Revenue Prior RE (LC) YTD,,8,"IF(ISFILTERED(Period[Quarter 445]) || ISFILTERED(Period[Quarter 445 Code]) || ISFILTERED(Period[Month 445]) || ISFILTERED(Period[Month 445 Code]), CALCULATE (
                        [Bottler Net Revenue Prior REN (LC)],
                        FILTER (ALL ( 'Period' ), Period[day_id] >=CALCULATE(MIN(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[day_id] <= MAX(Period[day_id])))  && Period[day_id] <= CALCULATE(MAX(Period[day_id]), FILTER(ALL('Period'),  
Period[Year 445 Code Sort] = MAX(Period[Year 445 Code Sort]) && Period[day_id] <= MAX(Period[day_id]))))),BLANK())","#,0.00",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,4d690eec-9e04-4e81-bb93-aaedbb680f07,
3009,43,Bottler Net Revenue Prior RE (LC) YTD % vs AC PY,,8,"IF(([Bottler Net Revenue Prior RE (LC) YTD]&&[Bottler Net Revenue AC (LC) YTD PY])<>BLANK(),(DIVIDE( [Bottler Net Revenue Prior RE (LC) YTD],[Bottler Net Revenue AC (LC) YTD PY]) -1),BLANK())","#,0.00 %;-#,0.00 %;#,0.00 %",False,1,2026-02-26 06:36:26,2025-12-02 10:00:02,,False,,Bottler Net Revenue RE\Bottler Net Revenue Prior RE,,,28644b72-930a-45e6-be66-eb2b3bd8d01f,
